task,dataset_id,model,feature_set,feature,importance
pain_high_4_plus,painmonit,logistic,quality_only,eda__quality__valid_frac,0.0
pain_high_4_plus,painmonit,logistic,quality_only,temperature__quality__valid_count,0.0
pain_high_4_plus,painmonit,logistic,quality_only,temperature__quality__valid_frac,0.0
pain_high_4_plus,painmonit,logistic,quality_only,ibi__quality__valid_count,0.0
pain_high_4_plus,painmonit,logistic,quality_only,ibi__quality__valid_frac,0.0
pain_high_4_plus,painmonit,logistic,quality_only,ecg__quality__valid_count,0.0
pain_high_4_plus,painmonit,logistic,quality_only,ecg__quality__valid_frac,0.0
pain_high_4_plus,painmonit,logistic,quality_only,respiration__quality__valid_count,0.0
pain_high_4_plus,painmonit,logistic,quality_only,respiration__quality__valid_frac,0.0
pain_high_4_plus,painmonit,logistic,quality_only,emg__quality__valid_count,0.0
pain_high_4_plus,painmonit,logistic,quality_only,emg__quality__valid_frac,0.0
pain_high_4_plus,painmonit,logistic,quality_only,grip__quality__valid_count,0.0
pain_high_4_plus,painmonit,logistic,quality_only,grip__quality__valid_frac,0.0
pain_high_4_plus,painmonit,extra_trees,quality_only,bvp__quality__valid_count,0.0
pain_high_4_plus,painmonit,extra_trees,quality_only,bvp__quality__valid_frac,0.0
pain_high_4_plus,painmonit,extra_trees,quality_only,eda__quality__valid_count,0.0
pain_high_4_plus,painmonit,extra_trees,quality_only,eda__quality__valid_frac,0.0
pain_high_4_plus,painmonit,extra_trees,quality_only,temperature__quality__valid_count,0.0
pain_high_4_plus,painmonit,extra_trees,quality_only,temperature__quality__valid_frac,0.0
pain_high_4_plus,painmonit,extra_trees,quality_only,ibi__quality__valid_count,0.0
pain_high_4_plus,painmonit,extra_trees,quality_only,ibi__quality__valid_frac,0.0
pain_high_4_plus,painmonit,extra_trees,quality_only,ecg__quality__valid_count,0.0
pain_high_4_plus,painmonit,extra_trees,quality_only,ecg__quality__valid_frac,0.0
pain_high_4_plus,painmonit,extra_trees,quality_only,respiration__quality__valid_count,0.0
pain_high_4_plus,painmonit,extra_trees,quality_only,respiration__quality__valid_frac,0.0
pain_high_4_plus,painmonit,extra_trees,quality_only,emg__quality__valid_count,0.0
pain_high_4_plus,painmonit,extra_trees,quality_only,emg__quality__valid_frac,0.0
pain_high_4_plus,painmonit,extra_trees,quality_only,grip__quality__valid_count,0.0
pain_high_4_plus,painmonit,extra_trees,quality_only,grip__quality__valid_frac,0.0
pain_high_4_plus,painmonit_pmed,logistic,base,eda__base__std,1.0779236356133397
pain_high_4_plus,painmonit_pmed,logistic,base,bvp__base__std,0.6322307634179261
pain_high_4_plus,painmonit_pmed,logistic,base,hr__base__last,0.6210471258557462
pain_high_4_plus,painmonit_pmed,logistic,base,ecg__base__max,0.4969783438074134
pain_high_4_plus,painmonit_pmed,logistic,base,respiration__base__min,0.4322101495160441
pain_high_4_plus,painmonit_pmed,logistic,base,ibi__base__min,0.430875438680468
pain_high_4_plus,painmonit_pmed,logistic,base,ibi__base__max,0.4130212665243437
pain_high_4_plus,painmonit_pmed,logistic,base,hr__base__std,0.3830197727882502
pain_high_4_plus,painmonit_pmed,logistic,base,hr__base__max,0.38038511363313343
pain_high_4_plus,painmonit_pmed,logistic,base,emg__base__std,0.33212856004868285
pain_high_4_plus,painmonit_pmed,logistic,base,hr__base__mean,0.3246240292774863
pain_high_4_plus,painmonit_pmed,logistic,base,emg__base__max,0.30127030797907606
pain_high_4_plus,painmonit_pmed,logistic,base,bvp__base__mean,0.25108892513264924
pain_high_4_plus,painmonit_pmed,logistic,base,respiration__base__mean,0.24982537061890842
pain_high_4_plus,painmonit_pmed,logistic,base,respiration__base__max,0.2452061410321785
pain_high_4_plus,painmonit_pmed,logistic,base,respiration__base__std,0.2204550516674882
pain_high_4_plus,painmonit_pmed,logistic,base,ibi__base__std,0.18520004209119467
pain_high_4_plus,painmonit_pmed,logistic,base,respiration__base__last,0.18111893326813397
pain_high_4_plus,painmonit_pmed,logistic,base,ibi__base__mean,0.1791454749370834
pain_high_4_plus,painmonit_pmed,logistic,base,bvp__base__last,0.17800418016480027
pain_high_4_plus,painmonit_pmed,extra_trees,base,eda__base__std,0.109098960025971
pain_high_4_plus,painmonit_pmed,extra_trees,base,ecg__base__min,0.04390324858746582
pain_high_4_plus,painmonit_pmed,extra_trees,base,ecg__base__max,0.03270880354741695
pain_high_4_plus,painmonit_pmed,extra_trees,base,ibi__base__min,0.028739248402269223
pain_high_4_plus,painmonit_pmed,extra_trees,base,hr__base__std,0.026959959532754346
pain_high_4_plus,painmonit_pmed,extra_trees,base,ecg__base__mean,0.02677485915734144
pain_high_4_plus,painmonit_pmed,extra_trees,base,temperature__base__mean,0.02671608073089842
pain_high_4_plus,painmonit_pmed,extra_trees,base,bvp__base__std,0.026654619576000727
pain_high_4_plus,painmonit_pmed,extra_trees,base,ibi__base__mean,0.02629001773226184
pain_high_4_plus,painmonit_pmed,extra_trees,base,temperature__base__last,0.026253652071254723
pain_high_4_plus,painmonit_pmed,extra_trees,base,ibi__base__max,0.025691841910804696
pain_high_4_plus,painmonit_pmed,extra_trees,base,hr__base__max,0.025276886391831444
pain_high_4_plus,painmonit_pmed,extra_trees,base,temperature__base__min,0.025163161348412982
pain_high_4_plus,painmonit_pmed,extra_trees,base,ibi__base__std,0.025050074201136842
pain_high_4_plus,painmonit_pmed,extra_trees,base,temperature__base__max,0.024957565835285588
pain_high_4_plus,painmonit_pmed,extra_trees,base,respiration__base__max,0.02476893745651023
pain_high_4_plus,painmonit_pmed,extra_trees,base,ibi__base__last,0.024322038429197577
pain_high_4_plus,painmonit_pmed,extra_trees,base,eda__base__max,0.024157312219266088
pain_high_4_plus,painmonit_pmed,extra_trees,base,hr__base__min,0.024155519621922396
pain_high_4_plus,painmonit_pmed,extra_trees,base,ecg__base__std,0.0239198467275421
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,eda__base__std,0.8021732333062763
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,ecg__base__max,0.7553700500637317
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,respiration__shape__mad,0.7302432916215048
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,ecg__shape__skew,0.6691016565579545
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,bvp__shape__skew,0.5861859345708017
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,bvp__shape__mad,0.5592318739074218
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,bvp__base__mean,0.46271997173338236
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,emg__shape__iqr,0.46115170141296724
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,emg__shape__mad,0.4144358213050731
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,temperature__shape__mad,0.39974352058881457
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,hr__base__last,0.3884935759870026
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,ecg__shape__q75,0.37684388975811983
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,bvp__shape__q25,0.35868890139059667
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,ecg__base__min,0.35618012128991416
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,temperature__base__std,0.3443227398474347
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,bvp__shape__q75,0.34127548948868636
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,respiration__base__min,0.33108292046692095
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,ibi__shape__iqr,0.3304889771661544
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,hr__shape__q10,0.32402068112616667
pain_high_4_plus,painmonit_pmed,logistic,base_distribution,hr__shape__iqr,0.3238132211085415
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,eda__base__std,0.04336995631375054
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,ecg__shape__skew,0.02119826249755446
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,eda__shape__iqr,0.018001305315537508
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,ecg__base__min,0.017597145314687892
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,ecg__shape__q25,0.014538700352465078
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,respiration__shape__median,0.014223389177911768
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,eda__shape__mad,0.013660083509296084
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,bvp__shape__mad,0.01316198409040909
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,ecg__shape__kurtosis,0.013134791146053112
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,ecg__base__mean,0.012885837232629335
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,bvp__shape__q25,0.012800361649129389
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,respiration__shape__skew,0.012422750647892911
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,temperature__shape__mad,0.012180709491477888
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,ecg__base__max,0.01184731400440619
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,ecg__shape__mad,0.011647708006152276
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,ecg__shape__median,0.011312216646188391
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,bvp__shape__kurtosis,0.01079580252603666
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,hr__base__std,0.010753718858486007
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,bvp__shape__iqr,0.010157213571700964
pain_high_4_plus,painmonit_pmed,extra_trees,base_distribution,temperature__shape__q75,0.010061752823119845
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,bvp__shape__spectral_entropy,0.7444213752974014
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,eda__shape__min_time_fraction,0.6502807166918678
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,bvp__shape__longest_below_median_frac,0.5723344673856057
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,ecg__shape__wavelet_energy_1,0.5595057701931697
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,bvp__shape__low_band_power,0.533000173991998
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,eda__base__std,0.5326582177474004
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,hr__shape__longest_above_median_frac,0.4880661199804391
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,ecg__shape__min_time_fraction,0.45213360743194253
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,ibi__shape__longest_above_median_frac,0.434025194007421
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,bvp__shape__max_time_fraction,0.41570601287529013
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,bvp__base__mean,0.411314174164328
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,emg__shape__longest_above_median_frac,0.4073131148243642
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,eda__shape__wavelet_energy_1,0.40596993541729265
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,eda__shape__median_crossings,0.39927400217096914
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,bvp__shape__dominant_frequency,0.3875830200497082
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,emg__shape__wavelet_energy_2,0.3864000161309771
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,emg__shape__dominant_frequency,0.38271696663279503
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,respiration__shape__wavelet_energy_1,0.3756656408709757
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,eda__shape__high_band_power,0.36816427751251907
pain_high_4_plus,painmonit_pmed,logistic,base_temporal,respiration__shape__low_band_power,0.36410095414123417
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,respiration__shape__low_band_power,0.032602450617371284
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,eda__shape__min_time_fraction,0.024174895162122217
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,eda__shape__max_time_fraction,0.023054792102485677
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,bvp__shape__low_band_power,0.020299499683949562
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,bvp__shape__longest_below_median_frac,0.01771786628654532
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,eda__base__std,0.015506157145374164
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,bvp__shape__spectral_entropy,0.014908216516290734
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,respiration__shape__wavelet_energy_0,0.013697296094193923
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,respiration__shape__mid_band_power,0.01297695434054407
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,respiration__shape__longest_below_median_frac,0.012636334047454068
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,ecg__shape__longest_below_median_frac,0.010388423106188389
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,ibi__shape__longest_below_median_frac,0.010270732596945149
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,respiration__shape__median_crossings,0.009493317952235477
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,respiration__shape__autocorr_1s,0.00921993904383919
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,respiration__shape__autocorr_05s,0.009083252646607214
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,bvp__shape__median_crossings,0.009008775197460505
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,bvp__shape__wavelet_energy_0,0.008999168893480933
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,hr__shape__longest_above_median_frac,0.008942432274458243
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,emg__shape__median_crossings,0.008867112304111222
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal,respiration__shape__longest_above_median_frac,0.008861744793679512
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,bvp__shape__spectral_entropy,0.7554200469905876
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,eda__shape__min_time_fraction,0.6676787813196361
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,bvp__shape__longest_below_median_frac,0.5242533954121938
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,ecg__shape__wavelet_energy_1,0.5209106237494786
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,eda__base__std,0.5167770653304524
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,bvp__shape__low_band_power,0.4997656915427379
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,hr__shape__longest_above_median_frac,0.4321345391757744
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,emg__shape__longest_above_median_frac,0.4253634020431922
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,hr_x_eda__coupling__max_abs_lagged_correlation,0.4099401099169583
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,ibi__shape__longest_above_median_frac,0.4092854265863354
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,eda__shape__wavelet_energy_1,0.40908925514896116
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,bvp__base__mean,0.3974869109666845
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,bvp__shape__max_time_fraction,0.3789409552412414
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,ecg__shape__min_time_fraction,0.37685832868662983
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,respiration__shape__wavelet_energy_1,0.3671345666970013
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,emg__shape__wavelet_energy_2,0.3648100077118487
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,eda__shape__high_band_power,0.3571836372389178
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,bvp__shape__autocorr_2s,0.35575684281705405
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,emg__shape__dominant_frequency,0.35476183733246847
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_coupling,respiration__shape__low_band_power,0.3521024237906489
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,respiration__shape__low_band_power,0.025391731970454058
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,eda__shape__min_time_fraction,0.023431558323268754
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,eda__shape__max_time_fraction,0.02162751484181453
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,bvp__shape__low_band_power,0.016746256100968356
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,bvp__shape__longest_below_median_frac,0.0167117246696818
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,bvp__shape__median_crossings,0.013991799617150708
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,respiration__shape__longest_below_median_frac,0.013930354249066182
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,eda__base__std,0.013747501343425636
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,respiration__shape__wavelet_energy_0,0.012520329823359915
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,respiration__shape__mid_band_power,0.012069129468273607
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,bvp__shape__spectral_entropy,0.01186804530208233
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,emg__shape__longest_below_median_frac,0.011282148749370155
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,ecg__shape__longest_below_median_frac,0.010697924042064249
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,ibi__shape__longest_below_median_frac,0.010141330495308737
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,respiration__shape__autocorr_1s,0.010000114770699522
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,hr__shape__longest_above_median_frac,0.009464442589025348
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,respiration__shape__median_crossings,0.008983090727621582
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,respiration__shape__dominant_frequency,0.008945536314141212
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,respiration__shape__longest_above_median_frac,0.008279429376121025
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_coupling,bvp__shape__high_band_power,0.008118785347501517
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,eda__base__std,0.9867212989631323
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,ecg__base__max,0.5720103149979098
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,respiration__shuffle__min_time_fraction,0.5119963246217026
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,emg__shuffle__max_time_fraction,0.5039265597679317
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,bvp__shuffle__max_time_fraction,0.4979303981549692
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,eda__shuffle__min_time_fraction,0.49559472229239104
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,temperature__shuffle__median_crossings,0.4520270796419791
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,emg__base__std,0.44342134426412266
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,eda__shuffle__dominant_frequency,0.4225283959115683
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,bvp__base__std,0.41350817554406066
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,ecg__shuffle__late_minus_early_z,0.4069543962429747
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,emg__shuffle__longest_above_median_frac,0.4027031101189543
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,bvp__shuffle__spectral_entropy,0.3789789297975269
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,bvp__base__mean,0.36105517111180424
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,temperature__base__std,0.35725871023939443
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,ecg__shuffle__longest_below_median_frac,0.35571913150813117
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,bvp__base__last,0.35399293286915384
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,ibi__shuffle__longest_above_median_frac,0.35331507478237845
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,eda__shuffle__autocorr_1s,0.35157708565073137
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_shuffle,respiration__shuffle__autocorr_1s,0.35134093358431256
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,eda__base__std,0.030907505440616538
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,eda__shuffle__min_time_fraction,0.013816729788597002
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,respiration__shuffle__min_time_fraction,0.01296441049178695
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,ecg__base__min,0.01182931229732792
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,ecg__base__max,0.008301461800743114
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,emg__shuffle__longest_above_median_frac,0.008037129159816431
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,ecg__shuffle__max_abs_diff_z,0.008014679389733537
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,ecg__base__mean,0.00784858273240887
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,emg__shuffle__median_crossings,0.00777423697787797
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,bvp__shuffle__wavelet_energy_0,0.007591928028124695
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,hr__shuffle__min_time_fraction,0.0074394002864834495
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,temperature__base__mean,0.007341848848503857
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,eda__base__max,0.007277311042296642
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,ecg__shuffle__dominant_frequency,0.007169219330337673
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,hr__shuffle__wavelet_energy_0,0.0071142587441195325
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,bvp__shuffle__min_time_fraction,0.007099344442344953
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,ibi__shuffle__wavelet_energy_0,0.006996173727749344
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,ecg__shuffle__spectral_entropy,0.0069339753166586275
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,ecg__shuffle__max_time_fraction,0.006886567705624997
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_shuffle,eda__shuffle__wavelet_energy_0,0.006820351399656583
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,bvp__reverse__spectral_entropy,0.7295310212189006
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,eda__reverse__min_time_fraction,0.6946855063743353
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,temperature__reverse__max_time_fraction,0.6358448834084688
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,bvp__reverse__longest_below_median_frac,0.5903211360340633
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,emg__reverse__dominant_frequency,0.483626852785273
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,bvp__base__mean,0.4783042680665289
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,bvp__reverse__low_band_power,0.47179458606211727
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,bvp__reverse__max_time_fraction,0.4422188811974733
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,ecg__reverse__min_time_fraction,0.4259299850633121
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,temperature__reverse__min_time_fraction,0.42212257590869556
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,eda__base__std,0.41884459673547897
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,hr__reverse__longest_above_median_frac,0.40340334976275116
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,emg__reverse__longest_above_median_frac,0.3944453218964043
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,ecg__base__max,0.38215630219487673
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,ecg__reverse__autocorr_05s,0.38207435540292994
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,eda__reverse__high_band_power,0.37461077601934417
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,eda__reverse__wavelet_energy_3,0.3669091072465552
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,bvp__reverse__dominant_frequency,0.35400117108857343
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,eda__reverse__median_crossings,0.3517253991721363
pain_high_4_plus,painmonit_pmed,logistic,base_temporal_reverse,respiration__reverse__low_band_power,0.3457844343260835
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,respiration__reverse__low_band_power,0.030879378930060198
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,eda__reverse__max_time_fraction,0.025161667728769804
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,eda__reverse__min_time_fraction,0.021645605436896483
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,bvp__reverse__low_band_power,0.019034669057899804
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,bvp__reverse__longest_below_median_frac,0.017021833159480453
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,eda__base__std,0.015346386555335522
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,bvp__reverse__wavelet_energy_0,0.015038933817148875
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,bvp__reverse__spectral_entropy,0.014460663746876818
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,respiration__reverse__mid_band_power,0.012208761387044574
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,respiration__reverse__wavelet_energy_0,0.012131723351171811
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,respiration__reverse__longest_below_median_frac,0.011918444897747352
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,ibi__reverse__longest_below_median_frac,0.010761044426933403
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,respiration__reverse__dominant_frequency,0.010232666288038945
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,respiration__reverse__autocorr_1s,0.009979197232046058
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,bvp__reverse__high_band_power,0.009906258627683403
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,ecg__reverse__longest_below_median_frac,0.00979529526438293
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,respiration__reverse__median_crossings,0.009424920296141073
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,respiration__reverse__longest_above_median_frac,0.009268112666125145
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,bvp__reverse__median_crossings,0.008963109649359109
pain_high_4_plus,painmonit_pmed,extra_trees,base_temporal_reverse,ecg__reverse__median_crossings,0.008866398899118895
